,Date,Open,High,Low,Close,Adj Close,Volume,year,month
0,1980-12-12,0.128348,0.128906,0.128348,0.128348,0.101261,469033600.0,1980,12
1,1980-12-15,0.12220999999999999,0.12220999999999999,0.121652,0.121652,0.095978,175884800.0,1980,12
2,1980-12-16,0.11328099999999999,0.11328099999999999,0.112723,0.112723,0.088934,105728000.0,1980,12
3,1980-12-17,0.115513,0.11607100000000001,0.115513,0.115513,0.09113500000000001,86441600.0,1980,12
4,1980-12-18,0.118862,0.11942,0.118862,0.118862,0.093777,73449600.0,1980,12
5,1980-12-19,0.126116,0.126674,0.126116,0.126116,0.0995,48630400.0,1980,12
6,1980-12-22,0.13225399999999998,0.13281300000000001,0.13225399999999998,0.13225399999999998,0.104343,37363200.0,1980,12
7,1980-12-23,0.13783499999999999,0.13839300000000002,0.13783499999999999,0.13783499999999999,0.10874600000000001,46950400.0,1980,12
8,1980-12-24,0.14508900000000002,0.145647,0.14508900000000002,0.14508900000000002,0.114469,48003200.0,1980,12
9,1980-12-26,0.15848199999999998,0.15904000000000001,0.15848199999999998,0.15848199999999998,0.12503499999999998,55574400.0,1980,12
10,1980-12-29,0.16071400000000002,0.161272,0.16071400000000002,0.16071400000000002,0.126796,93161600.0,1980,12
11,1980-12-30,0.157366,0.157366,0.156808,0.156808,0.123715,68880000.0,1980,12
12,1980-12-31,0.152902,0.152902,0.152344,0.152344,0.12019300000000001,35750400.0,1980,12
13,1981-01-02,0.15401800000000002,0.155134,0.15401800000000002,0.15401800000000002,0.12151300000000001,21660800.0,1981,1
14,1981-01-05,0.151228,0.151228,0.15067,0.15067,0.118872,35728000.0,1981,1
15,1981-01-06,0.144531,0.144531,0.143973,0.143973,0.11358800000000001,45158400.0,1981,1
16,1981-01-07,0.13839300000000002,0.13839300000000002,0.13783499999999999,0.13783499999999999,0.10874600000000001,55686400.0,1981,1
17,1981-01-08,0.135603,0.135603,0.135045,0.135045,0.106544,39827200.0,1981,1
18,1981-01-09,0.142299,0.14285699999999998,0.142299,0.142299,0.112268,21504000.0,1981,1
19,1981-01-12,0.142299,0.142299,0.141183,0.141183,0.11138699999999999,23699200.0,1981,1
20,1981-01-13,0.136719,0.136719,0.13616099999999998,0.13616099999999998,0.107425,23049600.0,1981,1
21,1981-01-14,0.136719,0.137277,0.136719,0.136719,0.107865,14291200.0,1981,1
22,1981-01-15,0.139509,0.140625,0.139509,0.139509,0.11006600000000001,14067200.0,1981,1
23,1981-01-16,0.138951,0.138951,0.13839300000000002,0.13839300000000002,0.10918599999999999,13395200.0,1981,1
24,1981-01-19,0.146763,0.147321,0.146763,0.146763,0.11579,41574400.0,1981,1
25,1981-01-20,0.14285699999999998,0.14285699999999998,0.142299,0.142299,0.112268,30083200.0,1981,1
26,1981-01-21,0.14508900000000002,0.146205,0.14508900000000002,0.14508900000000002,0.114469,15904000.0,1981,1
27,1981-01-22,0.146763,0.14787899999999998,0.146763,0.146763,0.11579,35548800.0,1981,1
